OBJECTID,SEMEL_YISHUV,SHEM_YISHUV,SHEM_YISHUV_ENGLISH,STAT_2022,YISHUV_STAT_2022,ROVA,TAT_ROVA,COD_TIFKUD,SHAPE_Length,SHAPE_Area
308,246,נתיבות,NETIVOT,34,2460034,,3,1,4114.44288355726,846796.757576329
309,246,נתיבות,NETIVOT,35,2460035,,3,1,3964.73033042088,457964.176985737
310,247,רשפון,RISHPON,1,2470001,,,1,6340.47631608238,1545033.65145016
311,248,בית שערים,BET SHE'ARIM,1,2480001,,,1,7383.14489306127,2530483.80021134
312,249,כפר סירקין,KEFAR SIRKIN,1,2490001,,,1,6296.70541197818,1787220.38240926
313,250,הזורע,HAZOREA,1,2500001,,,1,4953.17317109999,616680.899111001
314,252,ביתן אהרן,BITAN AHARON,1,2520001,,,1,3124.58008197729,377045.094416071
315,253,חולתה,HULATA,1,2530001,,,1,2378.32222165196,360397.212644073
316,254,כפר המכבי,KEFAR HAMAKKABBI,1,2540001,,,1,2925.21057270695,496332.133657013
317,255,כפר חיטים,KEFAR HITTIM,1,2550001,,,1,3042.24381155864,581125.724575907
318,256,ניר דוד (תל עמל),NIR DAWID (TEL AMAL),1,2560001,,,1,5296.14481788413,956160.748678701
319,257,נופך,NOFEKH,1,2570001,,,1,1816.81823064982,106026.71643366
320,259,שדה נחום,SEDE NAHUM,1,2590001,,,1,3412.00786098334,588823.58358194
321,262,גינוסר,GINNOSAR,1,2620001,,,1,5298.30858865591,1203162.4956488
322,263,מסדה,MASSADA,1,2630001,,,1,3000.79633370117,387918.372548749
323,264,שער הגולן,SHA'AR HAGOLAN,1,2640001,,,1,4765.54985188859,831011.066409105
324,265,בית יוסף,BET YOSEF,1,2650001,,,1,5670.83074729391,689230.417677941
325,267,כפר שמריהו,KEFAR SHEMARYAHU,1,2670001,,,1,7335.97151832115,2728115.92941952
326,268,טירת צבי,TIRAT ZEVI,1,2680001,,,1,3411.76485831439,495601.31152454
327,269,מולדת,MOLEDET,1,2690001,,,1,4078.34160819873,834726.360794804
328,270,עין השופט,EN HASHOFET,1,2700001,,,1,6038.57100854077,760361.354955314
329,272,מעוז חיים,MA'OZ HAYYIM,1,2720001,,,1,2674.55695265677,441972.696711792
330,273,עין גב,EN GEV,1,2730001,,,1,4549.61201443134,580753.74080997
331,274,כפר מנחם,KEFAR MENAHEM,1,2740001,,,1,5647.47565718033,1638619.36445054
332,276,צור משה,ZUR MOSHE,1,2760001,,,1,7134.69460788414,1804165.29742488
333,278,אושה,USHA,1,2780001,,,1,2728.60383480073,322683.647651382
334,280,חניתה,HANITA,1,2800001,,,1,6095.5068871021,737262.732504004
335,281,פקיעין חדשה,PEQI'IN HADASHA,1,2810001,,,1,4073.19155785175,661991.526318706
336,282,שבי ציון,SHAVE ZIYYON,1,2820001,,,1,6475.79100069635,2260767.18827543
337,284,שדה ורבורג,SEDE WARBURG,1,2840001,,,1,8801.94349241096,1243813.0878492
338,285,אלונים,ALLONIM,1,2850001,,,1,9134.27085247417,2907694.91705135
339,286,מעלה החמישה,MA'ALE HAHAMISHA,1,2860001,,,1,4934.77405130949,499487.756965367
340,287,תל יצחק,TEL YIZHAQ,1,2870001,,,1,2910.44908500924,362657.618724444
341,288,בית יהושע,BET YEHOSHUA,1,2880001,,,1,5096.93544397411,1221066.66179954
342,289,עין המפרץ,EN HAMIFRAZ,1,2890001,,,1,4810.38408865249,975095.657803659
343,290,מעיין צבי,MA'YAN ZEVI,1,2900001,,,1,2199.58265446763,176800.830816678
344,292,שרונה,SHARONA,1,2920001,,,1,9128.70605961095,3585037.05919243
345,293,שדה יואב,SEDE YO'AV,1,2930001,,,1,4990.26979275926,803542.200519125
346,294,אילון,ELON,1,2940001,,,1,6195.26585509408,1420662.48302462
347,295,כפר רופין,KEFAR RUPPIN,1,2950001,,,1,3121.74016349917,513268.745332077
348,296,נווה איתן,NEWE ETAN,1,2960001,,,1,2821.21791250104,462237.850689299
349,297,כפר מסריק,KEFAR MASARYK,1,2970001,,,1,5883.16041629441,1225845.58426618
350,298,מסילות,MESILLOT,1,2980001,,,1,3180.5507724672,602090.094254542
351,300,דלייה,DALIYYA,1,3000001,,,1,4559.19778018139,777024.808148368
352,301,בית עוזיאל,BET UZZI'EL,1,3010001,,,1,3544.6460406595,667794.982287211
353,302,דפנה,DAFNA,1,3020001,,,1,3549.16568478248,623542.291416236
354,303,דן,DAN,1,3030001,,,1,3417.8178814994,642710.79288258
355,304,שדה אליהו,SEDE ELIYYAHU,1,3040001,,,1,3824.84657449958,876031.469133633
356,305,גשר,GESHER,1,3050001,,,1,3947.29551164373,546355.209338783
357,306,שדמות דבורה,SHADMOT DEVORA,1,3060001,,,1,7855.82048841311,2906569.06558472
358,307,הזורעים,HAZORE'IM,1,3070001,,,1,7914.33897138299,2685083.01895558
359,308,מחניים,MAHANAYIM,1,3080001,,,1,4380.50849569127,595846.045742389
360,309,נהורה,NEHORA,1,3090001,,,1,3510.31875146192,665073.733690574
361,310,כפר גליקסון,KEFAR GLIKSON,1,3100001,,,1,2835.63598262763,410046.357014515
362,311,גן שורק,GAN SOREQ,1,3110001,,,1,4438.15424623698,780069.346256299
363,312,נווה ים,NEWE YAM,1,3120001,,,1,3467.8007219848,504589.781298588
364,313,אפק,AFEQ,1,3130001,,,1,4872.61793439423,1517412.25132061
365,315,נגבה,NEGBA,1,3150001,,,1,4316.35911222352,853213.737305061
366,316,כפר נטר,KEFAR NETTER,1,3160001,,,1,7066.17507978264,1790639.29878646
367,317,בית אורן,BET OREN,1,3170001,,,1,3452.23027383518,317369.388918346
368,318,עמיעוז,AMMI'OZ,1,3180001,,,1,3715.61323554027,910754.67772738
369,319,עמיר,AMIR,1,3190001,,,1,3607.60080410647,741046.857204666
370,320,כפר ורבורג,KEFAR WARBURG,1,3200001,,,1,8285.20157947744,4145631.42421231
371,322,בית הלל,BET HILLEL,1,3220001,,,1,6660.87157644775,1980444.10700878
372,324,שאר ישוב,SHE'AR YASHUV,1,3240001,,,1,4788.30318087635,1132307.93052259
373,325,מצובה,MAZZUVA,1,3250001,,,1,3916.96015796191,595854.435323761
374,326,בית יצחק-שער חפר,BET YIZHAQ-SH. HEFER,1,3260001,,,1,10270.8222136314,5806712.66992753
375,327,שדות ים,SEDOT YAM,1,3270001,,,1,3124.38006242545,572874.806682397
376,328,עזוז,EZUZ,1,3280001,,,1,10161.6969024889,6675989.0708415
377,329,שדה נחמיה,SEDE NEHEMYA,1,3290001,,,1,3751.11445915728,642426.801420839
378,330,אלומות,ALUMMOT,1,3300001,,,1,3031.89936684753,439796.230841665
379,331,ניר צבי,NIR ZEVI,1,3310001,,,1,6208.89844082004,1846347.28011688
380,334,קבוצת יבנה,QEVUZAT YAVNE,1,3340001,,,1,5743.41307832775,871908.268180761
381,335,רמת השופט,RAMAT HASHOFET,1,3350001,,,1,4756.15687354467,627290.205570877
382,336,דורות,DOROT,1,3360001,,,1,3503.41339476823,632705.96560903
383,338,איבים,IBBIM,1,3380001,,,1,1683.05255907685,168043.45885917
384,339,רמת צבי,RAMAT ZEVI,1,3390001,,,1,6279.00130450153,2182894.75924723
385,340,גת (קיבוץ),GAT(QIBBUZ),1,3400001,,,1,4182.78499938092,733908.654653902
386,342,גברעם,GEVAR'AM,1,3420001,,,1,3527.98183130514,599123.10054238
387,343,חמדיה,HAMADYA,1,3430001,,,1,3382.92334881559,412267.803216202
388,344,מענית,MA'ANIT,1,3440001,,,1,3443.09281256879,561184.89654084
389,345,כפר סאלד,KEFAR SZOLD,1,3450001,,,1,3022.56814228661,530594.660649781
390,346,גליל ים,GELIL YAM,1,3460001,,,1,2460.26050768978,304007.472232663
391,347,מנרה,MENARA,1,3470001,,,1,2383.21264262414,239230.65350508
392,348,ניר עם,NIR AM,1,3480001,,,1,3268.80289489879,591312.94694482
393,351,ניצן,NIZZAN,1,3510001,,,1,3901.89018154556,733262.465385989
394,352,גבולות,GEVULOT,1,3520001,,,1,2667.4649396206,483200.320933934
395,353,בית זיד,BET ZEID,1,3530001,,,1,3187.85470575879,460669.537046509
396,354,רביבים,REVIVIM,1,3540001,,,1,9612.30406550206,1757030.50694698
397,355,חורשים,HORESHIM,1,3550001,,,1,3274.38797668286,494720.063781111
398,356,הגושרים,HAGOSHERIM,1,3560001,,,1,6220.06911798227,1616316.25394504
399,357,כפר בלום,KEFAR BLUM,1,3570001,,,1,5242.2101207398,1090449.39899089
400,358,יד מרדכי,YAD MORDEKHAY,1,3580001,,,1,4752.76792341412,915684.761032989
401,359,ניצנים,NIZZANIM,1,3590001,,,1,3299.18888473641,560029.641836246
402,360,"גבעת ניל""י",GIV'AT NILI,1,3600001,,,1,4547.84655256613,726484.744376535
403,362,רוחמה,RUHAMA,1,3620001,,,1,3331.89832799844,554116.632335782
404,363,חפץ חיים,HAFEZ HAYYIM,1,3630001,,,1,3281.67588938826,681193.171751022
405,364,כפר אוריה,KEFAR URIYYA,1,3640001,,,1,4597.06212955934,882895.502778491
406,365,בית קשת,BET QESHET,1,3650001,,,1,3623.8934103325,640609.015086635
407,366,שמיר,SHAMIR,1,3660001,,,1,4498.90638844816,672449.972985097
408,367,עין העמק,EN HAEMEQ,1,3670001,,,1,4982.85000219264,644169.045522452
409,368,בירייה,BIRIYYA,1,3680001,,,1,3608.60356053298,394446.194237968
410,369,גלעד (אבן יצחק),GAL'ED (EVEN YIZHAQ),1,3690001,,,1,3058.20861250291,373899.383415998
411,370,גזר,GEZER,1,3700001,,,1,3391.09846843338,387284.640377905
412,371,כדורי,KADOORIE,1,3710001,,,5,2754.97593442643,425477.112885128
413,372,רמות נפתלי,RAMOT NAFTALI,1,3720001,,,1,4718.88570314777,787317.571623961
414,373,בית הלוי,BET HALEWI,1,3730001,,,1,4707.89192229061,1135040.1026485
415,374,חוקוק,HUQOQ,1,3740001,,,1,3187.08610089578,426439.573590352
416,375,מגל,MAGGAL,1,3750001,,,1,3972.50800018163,648709.483392682
417,376,עברון,EVRON,1,3760001,,,1,3407.12890286501,535443.004683826
418,377,המעפיל,HAMA'PIL,1,3770001,,,1,2568.54236615084,419585.589994234
419,378,משגב עם,MISGAV AM,1,3780001,,,1,2076.20540763594,248236.14920798
420,379,גאולים,GE'ULIM,1,3790001,,,1,7470.72639208763,2273947.46584144
421,380,להבות הבשן,LAHAVOT HABASHAN,1,3800001,,,1,4284.53316762685,728527.74539984
422,382,מכמורת,MIKHMORET,1,3820001,,,1,4537.84487095649,628124.946458408
423,383,"עין הנצי""ב",EN HANAZIV,1,3830001,,,1,4203.12067804716,872349.953199261
424,385,עמיעד,AMMI'AD,1,3850001,,,1,3356.49788234812,639960.944801056
425,386,בני דרור,BENE DEROR,1,3860001,,,1,4172.47311422941,733843.615236366
426,387,כפר מונש,KEFAR MONASH,1,3870001,,,1,4447.34203875466,1039370.74016556
427,388,כפר קיש,KEFAR KISCH,1,3880001,,,1,5454.56763975818,998344.654076437
428,389,בצרה,BAZRA,1,3890001,,,1,5515.23476152366,1307560.39814804
429,390,רגבה,REGBA,1,3900001,,,1,4447.58290275277,888811.926338441
430,392,קדמה,QEDMA,1,3920001,,,5,1880.27046072868,217657.398490187
431,393,גלאון,GAL'ON,1,3930001,,,1,3248.09664168845,456329.696904674
432,394,שובל,SHOVAL,1,3940001,,,1,3733.74642197872,750439.043177842
433,395,משמר הנגב,MISHMAR HANEGEV,1,3950001,,,1,4987.56090859452,787060.072106545
434,396,נבטים,NEVATIM,1,3960001,,,1,7311.29781694581,2841986.49860899
435,397,חצרים,HAZERIM,1,3970001,,,1,3149.85824206955,723381.376568748
436,398,שרשרת,SHARSHERET,1,3980001,,,1,6168.99623363937,2257629.69309971
437,399,בארי,BE'ERI,1,3990001,,,1,3369.2912628777,668601.66987458
438,400,אבן שמואל,EVEN SHEMU'EL,1,4000001,,,1,3656.0059927079,678119.648476548
439,402,ניר יצחק,NIR YIZHAQ,1,4020001,,,1,3674.93711219247,742742.273031683
440,403,אורים,URIM,1,4030001,,,1,2636.30331890424,419762.08263356
441,405,נווה אילן,NEWE ILAN,1,4050001,,,1,4222.22723265681,377065.735395504
442,406,חצור-אשדוד,HAZOR-ASHDOD,1,4060001,,,1,4061.70584317861,637563.073618734
443,407,דברת,DAVERAT,1,4070001,,,1,2777.90398800519,378745.972784847
444,408,נאות מרדכי,NE'OT MORDEKHAY,1,4080001,,,1,3101.56723129757,537082.820815123
445,409,יחיעם,YEHI'AM,1,4090001,,,1,3960.38315115793,702498.090978795
446,412,קריית שלמה,QIRYAT SHELOMO,1,4120001,,,1,547.256306675091,17661.7569758989
447,413,צאלים,ZE'ELIM,1,4130001,,,1,3435.14825831512,697960.938771543
448,414,קלחים,QELAHIM,1,4140001,,,1,9230.47198297517,3642056.86371223
449,415,שוקדה,SHOQEDA,1,4150001,,,1,3803.47982859497,643429.405302572
450,416,מעיין ברוך,MA'YAN BARUKH,1,4160001,,,1,3091.69148332881,546254.570879266
451,417,יקום,YAQUM,1,4170001,,,1,3945.79853457027,606444.11270663
452,418,בני ציון,BENE ZIYYON,1,4180001,,,1,6199.95875110129,1764023.31411785
453,419,סעד,SA'AD,1,4190001,,,1,4496.33953572982,896115.429250485
454,421,משאבי שדה,MASH'ABBE SADE,1,4210001,,,1,3516.78240038269,617808.418626202
455,422,חרב לאת,HEREV LE'ET,1,4220001,,,1,6848.95856715896,796398.973921126
456,423,העוגן,HAOGEN,1,4230001,,,1,2571.65514725251,397716.350130504
457,424,גבים,GEVIM,1,4240001,,,1,5159.44388284558,1069328.34809962
458,425,משמרת,MISHMERET,1,4250001,,,1,6977.3345139129,2152135.38474464
459,426,עין כרמל,EN KARMEL,1,4260001,,,1,3154.15876447394,475521.217397658
460,427,כפר גלים,KEFAR GALLIM,1,4270001,,,5,2544.69585346573,370077.050265695
461,428,ברור חיל,BEROR HAYIL,1,4280001,,,1,5581.87860078305,1037491.40827029
462,429,אלוני אבא,ALLONE ABBA,1,4290001,,,1,4607.03946054751,1134645.72446304
463,430,בית לחם הגלילית,BET LEHEM HAGELILIT,1,4300001,,,1,7456.18438895794,2334303.60520137
464,431,דלתון,DALTON,1,4310001,,,1,7263.00712526398,923268.102093024
465,432,שמרת,SHAMERAT,1,4320001,,,1,4383.42374146315,863541.708873987
466,433,נחשולים,NAHSHOLIM,1,4330001,,,1,3421.82875970609,446639.438511978
467,434,החותרים,HAHOTERIM,1,4340001,,,1,2944.14301830486,405717.345823804
468,435,נצר סרני,NEZER SERENI,1,4350001,,,1,3746.74691293529,666159.522966552
469,436,עין דור,EN DOR,1,4360001,,,1,3665.67889621165,606127.845695831
470,437,רשפים,RESHAFIM,1,4370001,,,1,3854.09816011116,713405.754082788
471,439,שלוחות,SHELUHOT,1,4390001,,,1,3080.55087431873,442795.15140476
472,440,יסודות,YESODOT,1,4400001,,,1,3563.99971745869,717302.068942139
473,442,גדעונה,GID'ONA,1,4420001,,,1,1594.17119709065,138670.31759339
474,443,כפר הנשיא,KEFAR HANASI,1,4430001,,,1,4699.23578940491,651923.589434019
475,444,רגבים,REGAVIM,1,4440001,,,1,3298.72302437558,490064.709959734
476,445,רמות מנשה,RAMOT MENASHE,1,4450001,,,1,4678.5742498256,850325.952162279
477,446,אודים,UDIM,1,4460001,,,1,7089.61995368936,2132371.80768951
478,447,נורדייה,NORDIYYA,1,4470001,,,1,4899.89968061141,1030737.30238948
479,448,בני עטרות,BENE ATAROT,1,4480001,,,1,5525.47800370136,1296455.04479204
480,449,נחלים,NEHALIM,1,4490001,,,1,7186.72748600733,2888028.26741604
481,450,בארות יצחק,BE'EROT YIZHAQ,1,4500001,,,1,3797.2220030707,824310.837831929
482,452,יזרעאל,YIZRE'EL,1,4520001,,,1,3246.67915875941,529074.387838849
483,453,יפתח,YIFTAH,1,4530001,,,1,4699.32936702646,1423357.88835246
484,454,סער,SA'AR,1,4540001,,,1,3604.23772460756,643905.245271843
485,456,שורש,SHORESH,1,4560001,,,1,3106.1097578999,403064.254920714
486,457,גזית,GAZIT,1,4570001,,,1,3878.76805577181,720456.686680482
487,460,רמת רזיאל,RAMAT RAZI'EL,1,4600001,,,1,5149.03323331874,678078.785123467
488,462,טל שחר,TAL SHAHAR,1,4620001,,,1,8016.17775586341,2253049.99894774
489,463,געתון,GA'TON,1,4630001,,,1,3466.02733755657,560020.38650424
490,464,הראל,HAR'EL,1,4640001,,,1,4787.38965408746,875326.487420739
491,465,צובה,ZOVA,1,4650001,,,1,3930.35904139313,436700.738413077
492,466,בית דגן,BET DAGAN,1,4660001,,,1,6670.16214879158,1415552.31105393
493,469,קריית עקרון,QIRYAT EQRON,1,4690001,,,2,4838.83720654802,661837.935250129
494,469,קריית עקרון,QIRYAT EQRON,2,4690002,,,1,3039.62189743693,305022.518980351
495,469,קריית עקרון,QIRYAT EQRON,3,4690003,,,1,4365.04123071453,810154.10449678
496,469,קריית עקרון,QIRYAT EQRON,4,4690004,,,1,3654.71987290623,555580.322556017
497,472,אבו גוש,ABU GHOSH,1,4720001,,,1,9911.01488292778,1888609.64449705
498,473,אבו סנאן,ABU SINAN,1,4730001,,,1,10563.8072771977,2691052.76987542
499,473,אבו סנאן,ABU SINAN,2,4730002,,,1,4314.3061538284,418732.250080049
500,473,אבו סנאן,ABU SINAN,3,4730003,,,1,11178.5304294134,3345554.58242109
501,475,דחי,DAHI,1,4750001,,,1,4297.55569622403,285436.60944945
502,478,אכסאל,IKSAL,1,4780001,,,1,12204.1381417393,5722765.67606969
503,478,אכסאל,IKSAL,2,4780002,,,1,3598.37761859549,446989.709390752
504,478,אכסאל,IKSAL,3,4780003,,,1,11598.4530479956,3208532.73655194
505,480,בית ג'ן,BEIT JANN,1,4800001,,,1,8949.85324681813,2338983.55750507
506,480,בית ג'ן,BEIT JANN,2,4800002,,,1,8870.19978780852,2518490.8251668
507,480,בית ג'ן,BEIT JANN,3,4800003,,,1,8284.03914263374,2341939.477829
508,481,מגאר,MUGHAR,1,4810001,,,1,10712.7453207298,3725058.94051466
509,481,מגאר,MUGHAR,2,4810002,,,1,4882.37780727784,595847.070372617
510,481,מגאר,MUGHAR,3,4810003,,,1,6002.28574726427,1427758.64300883
511,481,מגאר,MUGHAR,4,4810004,,,1,13241.4124575301,5332743.13948034
512,481,מגאר,MUGHAR,5,4810005,,,1,23786.3953021729,10031474.6403675
513,482,בועיינה-נוג'ידאת,BU'EINE-NUJEIDAT,1,4820001,,,4,9551.93215414168,3614544.18251075
514,482,בועיינה-נוג'ידאת,BU'EINE-NUJEIDAT,2,4820002,,,1,7526.41707405685,932172.50129723
515,482,בועיינה-נוג'ידאת,BU'EINE-NUJEIDAT,3,4820003,,,1,6093.50671609583,1017733.30153407
516,482,בועיינה-נוג'ידאת,BU'EINE-NUJEIDAT,4,4820004,,,1,6884.51683788445,1595248.71495078
517,483,בענה,BI'NE,1,4830001,,,1,9921.66467374119,3458213.64319193
518,485,ג'ולס,JULIS,1,4850001,,,1,11555.6295942415,4027199.22216675
519,487,ג'ש (גוש חלב),JISH(GUSH HALAV),1,4870001,,,1,17705.1810633682,7061135.2625983
520,489,דבורייה,DABURIYYA,1,4890001,,,1,5069.21194134158,1189320.37647303
521,489,דבורייה,DABURIYYA,2,4890002,,,1,6778.69937347266,1732104.48289935
522,489,דבורייה,DABURIYYA,3,4890003,,,1,8830.48104178664,2704682.48601855
523,490,דייר אל-אסד,DEIR AL-ASAD,1,4900001,,,1,9202.0088169905,1448028.46221255
524,490,דייר אל-אסד,DEIR AL-ASAD,2,4900002,,,1,10987.5212467163,3560922.82384503
525,490,דייר אל-אסד,DEIR AL-ASAD,3,4900003,,,1,1923.43754680876,146820.0273463
526,492,דייר חנא,DEIR HANNA,1,4920001,,,1,9817.37510809337,3256696.77649854
527,492,דייר חנא,DEIR HANNA,2,4920002,,,1,9168.22068035655,3580840.2151231
528,492,דייר חנא,DEIR HANNA,3,4920003,,,1,7425.85989732681,2080460.52395088
529,493,דייר ראפאת,DEIR RAFAT,1,4930001,,,5,1084.06158586636,64426.2971080148
530,494,דאלית אל-כרמל,DALIYAT AL-KARMEL,1,4940001,,,1,7799.34542694294,-1997611.85961694
531,494,דאלית אל-כרמל,DALIYAT AL-KARMEL,2,4940002,,,1,4350.44764877996,555410.066891069
532,494,דאלית אל-כרמל,DALIYAT AL-KARMEL,3,4940003,,,1,8101.22870168384,-1691264.02333427
533,494,דאלית אל-כרמל,DALIYAT AL-KARMEL,4,4940004,,,1,7429.23009165201,-1440245.12658611
534,494,דאלית אל-כרמל,DALIYAT AL-KARMEL,5,4940005,,,1,12474.0096318211,-4818667.59946538
535,496,חורפיש,HURFEISH,1,4960001,,,1,14278.7449548832,5684991.98512776
536,497,טייבה (בעמק),TAYIBE(BAEMEQ),1,4970001,,,1,5935.10992506715,1061618.08247077
537,498,טורעאן,TUR'AN,1,4980001,,,1,19839.516560927,6302521.11780466
538,498,טורעאן,TUR'AN,2,4980002,,,1,7551.15372560103,2252826.80196031
539,498,טורעאן,TUR'AN,3,4980003,,,1,11990.2287557067,3364633.04754996
540,499,יפיע,YAFI,1,4990001,,,1,3582.64393886076,512802.263187476
541,499,יפיע,YAFI,2,4990002,,,1,3909.57028085716,406439.407116044
542,499,יפיע,YAFI,3,4990003,,,1,5682.03788722051,1387504.42309299
543,499,יפיע,YAFI,4,4990004,,,1,3438.55842647632,399742.951603136
544,499,יפיע,YAFI,5,4990005,,,1,6197.8138968997,1375641.48896369
545,502,ירכא,YIRKA,1,5020001,,,1,16088.3529802457,7393425.62510043
546,502,ירכא,YIRKA,2,5020002,,,1,4342.58885216825,727210.189021082
547,502,ירכא,YIRKA,3,5020003,,,1,19607.7978672217,7920016.25080793
548,504,כאבול,KABUL,1,5040001,,,4,11983.7949569317,2768717.35292717
549,504,כאבול,KABUL,2,5040002,,,1,4167.34749096012,744524.527320164
550,504,כאבול,KABUL,3,5040003,,,1,3343.45073856038,507610.117834877
551,504,כאבול,KABUL,4,5040004,,,1,5456.5960888704,880763.558671806
552,504,כאבול,KABUL,5,5040005,,,1,11414.1878483196,2375708.91706025
553,505,כאוכב אבו אל-היג'א,KAOKAB ABU AL-HIJA,1,5050001,,,1,7581.63079427393,2731461.42978564
554,507,כפר יאסיף,KAFAR YASIF,1,5070001,,,1,4204.13067138965,426229.184279799
555,507,כפר יאסיף,KAFAR YASIF,2,5070002,,,1,2834.70661360764,240997.023443983
556,507,כפר יאסיף,KAFAR YASIF,3,5070003,,,1,7425.03775964535,2204126.67461118
557,507,כפר יאסיף,KAFAR YASIF,4,5070004,,,2,3281.42090070572,394332.821642825
558,508,כפר כמא,KAFAR KAMA,1,5080001,,,1,13215.8942207673,8826954.50092453
559,509,כפר כנא,KAFAR KANNA,1,5090001,,,1,9753.56717121747,3645243.23968326
